years_experience,salary
22.04,78846
23.94,79878
3.13,32835
29.7,101728
4.49,41049
2.56,36464
29.82,98430
13.24,61568
20.54,74494
24.77,76207
12.42,57453
26.9,92788
28.18,91940
17.45,64818
21.2,72609
13.72,54033
7.34,44665
21.94,89796
0.29,23684
4.83,44000
23.85,87627
26.41,99722
3.25,40871
22.06,76751
0.82,33340
4.33,41149
29.99,106830
25.53,85867
0.5,29392
28.62,103955
0.88,31893
29.29,99486
8.27,52883
22.83,78562
18.97,67038
12.34,67235
23.05,93079
12.55,56010
7.16,44775
12.16,63619
14.27,62606
22.38,81514
11.22,45876
1.36,18593
27.61,94433
13.61,56431
9.5,52090
18.78,66365
23.47,83044
23.1,84431
24.85,86630
20.5,84985
10.07,59273
1.42,37613
21.95,83885
29.22,92264
18.67,69550
25.76,84125
25.47,84343
19.13,66544
2.94,42419
9.33,46806
12.34,64629
28.31,102365
17.47,71016
24.6,89152
8.74,42760
21.95,86935
19.1,80967
3.13,31161
19.06,65254
9.78,48401
6.28,53190
12.39,59747
17.99,65611
16.85,68336
29.57,96128
16.5,68908
9.63,52704
13.03,67882
7.69,44677
29.09,101371
21.42,84539
26.46,93673
26.4,87170
19.22,69389
5.24,39022
4.79,50083
24.26,90169
10.85,58811
23.01,88549
24.72,86638
18.14,71843
18.58,71519
6.15,35337
19.2,67456
6.36,51677
12.73,55157
5.79,54478
9.51,55209
15.15,60495
8.66,56514
2.89,17582
23.24,85393
28.74,111082
21.84,82539
26.02,96338
19.05,78603
28.94,101568
19.4,73856
7.82,34130
24.96,85568
12.84,55432
24.33,80864
18.37,59133
15.41,59588
2.05,20008
9.58,45720
10.68,44244
15.94,61669
2.42,33262
28.29,93114
21.41,80411
2.6,26394
9.47,44760
27.9,95575
17.49,71221
13.64,62056
23.02,81558
25.9,83863
2.54,25435
1.29,28957
26.61,83986
7.1,47750
6.43,50877
23.11,80109
4.29,49708
5.95,49416
22.76,81497
11.96,55484
17.2,64824
13.32,50539
28.67,88271
7.01,49473
4.76,40282
11.19,56131
17.96,68295
10.29,38403
24.68,84460
23.43,77763
2.72,36447
9.36,43093
16.13,67945
4.81,32926
9.95,49159
20.89,77333
29.84,104546
13.47,59518
5.14,36231
8.66,54708
17.11,61346
10.13,52037
26.99,94083
17.98,70934
4.55,37689
21.76,89637
15.78,71547
19.16,78349
6.14,41512
12.77,56575
18.73,75903
18.46,66530
19.61,76092
0.35,23821
0.64,35096
26.91,94530
11.11,66811
8.76,58124
24.83,89191
5.9,32050
27.96,84767
10.34,56993
15.57,59050
12.09,48223
11.75,41117
13.89,66245
24.94,99152
5.57,48757
17.88,58260
4.13,38993
0.32,35344
29.97,96830
9.02,50551
22.57,79643
27.27,94495
29.66,109916
24.95,94274
10.31,52278
26.68,92199
13.13,62409
7.33,50489
3.02,45901
18.12,63008
7.79,51526
20.82,72150
24.68,81644
3.38,36586
18.42,87504
23.74,75024
9.59,38405
6.68,47071
0.68,29123
21.75,84821
12.49,50841
5.0,36569
19.51,76862
0.51,27057
8.47,47983
10.39,54764
27.51,93274
26.09,86960
28.73,97916
27.95,93072
6.03,41907
13.15,58928
22.75,73894
24.14,82178
14.46,64685
18.11,78247
7.21,47066
23.25,86214
1.34,24301
6.05,38423
27.05,88664
25.33,83690
25.02,91787
29.16,100871
7.03,43438
7.94,42534
21.51,74110
26.19,86878
6.07,39697
5.68,42625
6.43,53701
29.46,92712
25.0,81823
10.87,58490
25.23,98756
5.18,48927
4.72,40413
12.0,55057
7.41,43998
24.9,85659
7.39,43850
26.41,91469
6.62,34386
1.57,24425
22.05,77698
15.77,72873
7.47,39357
22.41,83029
8.29,41235
19.1,72733
17.77,73524
27.24,87629
17.29,62622
23.24,83630
14.62,66176
19.1,77130
13.55,67175
2.21,23665
10.86,55214
0.53,22748
3.08,31440
9.03,56228
5.74,41507
1.93,37614
18.6,73190
25.19,87827
1.85,30616
6.01,48362
3.42,43848
14.37,63666
3.8,29173
3.71,44312
24.72,79781
27.66,90884
5.81,33351
2.42,30512
12.37,59820
24.26,88982
28.67,91762
28.74,101628
23.07,87477
22.8,87277
15.42,60678
8.33,47025
29.09,102308
10.04,57105
8.69,50517
17.7,60509
10.64,47452
28.87,100812
11.97,55079
1.89,29725
10.38,60629
27.34,100632
18.84,68408
17.0,69810
7.06,35390
8.12,37834
13.77,57797
6.59,50361
21.95,84919
18.66,72209
23.65,79149
23.37,83972
21.06,80727
5.9,51092
25.51,85890
19.32,76339
19.05,69770
28.78,88742
14.77,58022
14.1,65343
7.69,39142
18.72,71442
13.52,67242
5.51,43033
11.4,52652
15.51,79465
15.54,63148
7.78,34492
14.42,67568
29.33,98333
23.1,83670
12.51,47000
28.24,102236
11.28,55036
4.39,28907
12.83,49657
25.37,80319
6.28,40460
25.68,75587
17.29,74371
20.44,85219
26.13,99158
3.78,44909
0.29,27493
13.63,62456
7.13,44876
3.77,33188
24.7,94440
7.0,32654
18.61,76627
8.7,59859
5.03,32154
15.91,65877
23.17,75832
8.82,41946
12.26,51304
4.22,35713
12.7,57317
13.61,61927
5.21,37924
10.4,59891
15.48,67648
16.97,72863
3.67,33393
20.65,87620
9.58,56710
10.89,54800
2.78,30953
27.65,93767
14.11,73890
8.89,47753
29.42,103843
1.43,36886
24.74,96889
16.14,72811
14.5,55874
26.57,93755
5.42,37251
8.19,45425
10.29,54419
2.67,37981
4.04,31071
27.98,94109
19.34,75414
22.65,85108
18.33,70809
8.38,26358
12.43,63140
2.92,24406
20.51,79703
16.41,73213
17.43,71024
4.48,40911
12.5,64409
8.31,47366
28.38,94103
2.34,40892
26.74,94167
23.05,79562
21.2,83066
24.21,92182
16.6,74359
10.46,61613
19.38,76171
13.66,48425
4.79,35467
7.07,49937
1.75,32397
22.91,75067
4.13,42209
14.17,67856
28.69,90542
5.11,35582
20.51,79310
12.91,58279
21.35,79312
8.12,48310
4.86,47092
12.93,64365
26.61,91814
27.51,91701
14.25,63772
22.91,97780
19.96,65866
14.85,58144
29.36,100129
10.53,52366
27.1,89964
3.83,35658
8.2,41046
19.39,74092
16.51,61839
8.5,42435
20.39,76463
22.63,77750
18.33,81630
29.44,96810
8.62,55231
25.86,88600
16.68,67840
27.36,95684
16.83,65654
15.91,71163
9.39,55621
11.98,57275
12.8,53275
0.11,33630
23.54,86316
14.51,74874
22.53,88108
15.49,63012
20.07,78403
16.01,66532
19.78,80801
5.83,44514
16.83,60009
14.75,60956
4.86,38830
1.95,42005
4.45,40907
8.54,45746
12.23,46957
5.5,43737
13.0,65089
29.74,97649
18.5,83158
22.73,79616
25.26,89686
7.58,45874
22.86,69143
15.72,60799
2.66,28754
18.06,84840
16.06,69053
8.18,41824
25.98,89684
1.03,24118
5.4,46285
11.03,63423
22.16,78937
0.09,25268
7.13,50346
3.46,29708
20.07,84829
6.01,45313
12.15,59834
15.14,55366
8.43,42771
29.44,105159
10.98,53098
8.5,42606
9.04,60144
27.77,103536
18.41,73722
11.39,53539
7.81,48634
16.7,68215
2.04,36890
28.05,79454
3.53,34758
14.15,63945
1.09,21110
14.24,67721
19.0,61855
3.62,31364
20.72,63456
2.21,34014
17.8,74165
13.28,52948
13.17,63004
16.68,56588
19.15,69204
25.71,84679
28.66,101624
5.53,40208
3.79,34048
2.11,22330
7.39,40969
18.79,72224
15.8,69508
19.29,81862
29.93,97964
20.83,79642
9.66,47294
26.53,103809
3.25,25639
11.06,58867
29.73,110312
23.81,75851
17.08,75833
7.75,47937
18.41,75417
6.48,42253
7.49,41689
29.48,101008
8.95,44075
15.98,66758
13.1,47788
6.5,47229
19.44,78528
9.13,61245
17.87,56487
22.89,81842
2.62,37372
26.16,88137
18.54,61069
4.9,41800
8.81,53575
4.47,40553
6.55,45659
23.82,89722
21.53,76719
28.11,99195
10.99,48474
27.97,96071
15.04,62692
24.15,103386
7.33,46835
8.57,42864
3.64,29114
4.87,32134
11.87,61054
2.51,33800
21.44,79177
0.3,15000
15.34,64709
24.78,84884
19.35,72284
27.45,83870
15.55,68104
15.0,60780
27.61,89851
25.73,98273
22.27,76698
14.85,64467
17.35,74663
8.55,57276
16.2,56037
9.77,54381
16.39,59709
23.36,81593
8.66,42292
29.33,90741
4.93,41439
1.67,25888
7.21,40420
12.15,54621
22.6,79212
24.82,96296
9.7,52193
8.3,58999
29.63,110828
15.48,64657
16.88,64916
24.18,96563
27.51,98293
11.59,51981
17.66,59002
19.44,67063
22.65,80818
11.73,48443
16.74,59121
15.95,56420
21.18,92229
24.45,80781
20.21,76047
27.29,88709
27.74,86164
8.71,51962
24.15,96063
21.7,69721
6.54,42964
11.79,56829
0.85,22276
10.51,51616
14.93,71256
14.96,72107
27.49,89648
17.79,68711
2.99,42522
12.83,64023
2.37,29973
21.32,80909
13.69,64486
20.53,80444
19.77,78828
23.63,80502
14.45,58537
15.13,63693
18.39,73504
27.86,91561
16.72,70702
10.3,55696
8.29,48492
2.55,29819
28.74,101417
3.65,39340
4.54,31428
15.5,67899
1.78,31190
11.75,50139
17.91,69555
6.88,45567
16.59,65237
11.71,55059
5.04,40059
13.35,49934
14.4,59793
29.39,99999
18.69,72647
27.45,88410
8.76,32643
25.13,77584
29.44,93987
18.72,63614
25.9,84015
17.74,75322
20.49,80767
12.51,53404
10.7,60837
12.49,55112
11.67,51315
3.0,39652
0.23,23256
16.9,81793
28.37,97640
24.76,91000
11.66,58352
2.56,26186
28.17,88184
3.19,31732
8.83,43056
23.46,89058
29.25,93836
26.17,94784
12.2,47716
10.12,57522
6.17,35824
27.71,103242
5.09,52384
4.32,38854
0.6,16416
23.74,86294
14.54,54632
25.03,86523
6.08,35898
8.14,40400
13.01,65362
15.92,62921
19.31,76178
21.74,76823
19.77,74158
1.19,32677
10.23,58339
4.73,36786
6.68,39687
19.6,76312
9.88,52614
15.12,74288
20.83,82995
4.1,38654
27.92,87033
3.45,38137
12.41,61572
25.98,91144
27.87,91580
18.34,66753
13.84,48047
6.73,48536
25.27,84053
1.46,23028
15.18,54664
12.61,67331
13.23,55524
6.53,41718
16.01,63256
8.5,57822
26.89,98417
28.09,95626
3.51,18228
3.53,42131
11.99,64026
13.46,60493
4.09,32314
3.46,29941
20.11,66172
21.25,80108
26.64,94437
11.92,45526
13.55,57863
17.29,70120
6.43,36955
21.61,72827
9.26,49435
29.0,107563
3.37,37401
4.29,42671
14.43,71664
8.44,46820
2.07,23671
26.7,92875
17.97,59892
4.29,38032
15.96,65907
8.64,59978
24.28,91776
13.99,58072
29.81,100099
19.32,75943
18.71,75253
15.78,67939
1.42,31471
3.74,31433
9.24,53743
8.7,53243
15.02,61136
4.85,43491
1.5,29254
19.4,86269
18.89,78304
4.51,46183
20.01,75981
28.72,92466
11.4,51998
7.06,36419
23.09,91412
7.5,42039
27.65,109964
17.7,72711
5.22,48955
27.7,97767
20.12,82461
20.24,78701
26.19,94432
13.03,60213
23.38,80514
1.44,25712
14.84,64980
18.39,74650
13.69,57262
10.93,54330
15.7,71744
11.99,49876
9.27,49402
28.9,97314
28.96,111657
3.81,37592
7.29,64107
25.29,80532
3.59,30853
9.4,52089
18.21,68342
17.72,70142
14.34,51706
6.54,50742
1.34,34150
29.53,91909
9.03,56058
1.36,29138
13.44,62428
16.83,62754
16.07,65547
8.0,43793
3.11,25782
16.9,63806
7.61,49467
2.62,25233
23.82,78889
23.75,75400
11.97,60830
22.34,86240
7.49,52205
2.89,39646
19.85,80517
23.57,82788
1.08,22467
21.68,83350
13.52,52471
28.71,93272
25.32,97176
6.96,36556
3.0,42355
29.83,93490
15.11,64546
7.64,48427
0.79,33636
13.77,66171
17.24,65338
8.73,47760
8.55,57047
29.95,99298
12.5,53672
1.79,39988
9.82,55914
25.73,98414
3.7,34350
18.3,63003
4.24,31148
22.55,75167
23.61,89983
17.02,65855
17.61,73284
27.79,104897
3.17,29793
26.9,98084
14.31,70348
0.04,24132
7.86,49127
27.71,90974
11.06,51123
13.7,62439
11.62,64836
22.09,74025
8.3,43233
22.6,78403
0.51,25745
28.32,90220
7.86,50930
8.9,52176
12.13,50279
24.81,90310
26.45,82988
22.05,89076
21.77,72605
28.67,99212
13.21,69342
27.2,94246
14.28,58454
5.89,41809
7.82,43728
26.69,93841
1.41,20368
4.53,38385
16.82,69336
25.96,91548
9.3,49638
29.09,95700
3.1,42692
27.3,78829
26.14,97418
12.38,56138
0.77,20067
6.47,38246
21.31,73406
29.47,92082
28.48,96019
26.16,81836
24.68,84311
21.32,81713
29.14,80842
18.74,72842
9.89,52171
23.21,83059
28.9,98168
2.72,35889
7.9,47673
11.58,61547
11.06,54726
4.17,32047
5.18,46554
9.83,48723
22.53,88911
9.96,43040
23.7,89508
1.09,24356
5.41,43343
18.96,70179
24.96,90443
1.82,31116
3.11,33194
21.05,65827
4.65,36631
4.6,29040
21.76,79959
16.08,67111
11.53,65831
12.21,50726
5.95,46143
9.04,49811
7.92,46988
25.09,79839
27.77,82190
3.17,22109
21.59,80960
19.09,83773
4.77,32195
26.87,91837
4.82,35303
21.81,70090
12.3,59100
7.98,57431
21.77,71517
27.56,86142
7.82,41696
10.16,55710
13.97,53975
7.7,49902
14.76,64236
1.43,24592
11.47,57340
17.73,77832
28.97,90451
22.66,85525
0.32,24670
19.14,80796
22.27,82218
24.29,87097
18.11,76061
18.05,84310
20.71,79202
6.48,53189
13.4,55407
23.99,83474
25.54,89744
9.61,49574
5.06,44586
24.91,77396
9.53,48644
22.35,86017
25.46,99338
3.85,36505
22.22,73749
8.21,50970
3.55,31538
19.22,67550
2.8,30831
26.04,85099
21.95,83245
12.29,55248
0.94,29299
20.39,72482
14.59,57369
5.06,41045
6.87,58347
6.93,42551
25.2,86485
12.05,49616
1.95,29566
8.73,45711
4.5,37734
26.11,73802
19.42,79731
26.75,98542
21.66,81583
11.83,49625
26.84,89227
5.08,34498
14.51,64692
12.23,55305
24.78,89606
10.13,50387
29.04,99862
17.43,64019
23.57,77287
16.64,60429
25.27,83673
7.91,55262
27.75,92761
10.82,65493
23.45,90264
7.59,42299
21.95,73932
18.12,74265
11.57,64552
16.26,53235
14.13,53457
12.13,59151
29.12,94096
28.87,88350
4.68,33448
4.44,47938
1.87,26875
13.93,55790
28.52,96346
2.21,35255
28.95,96471
0.09,23244
3.09,32406
3.9,27360
26.57,87381
15.53,67618
10.29,70564
0.68,29472
3.67,31045
8.62,50144
9.45,49317
4.84,34618
28.5,91720
29.78,95588
2.55,41026
17.16,62192
2.42,24251
19.2,80518
20.91,81343
2.58,29121
29.94,115282
11.65,56761
22.8,71123
19.33,61266
29.41,93743
8.78,46356
27.63,87185
16.91,67479
6.68,30993
17.63,63442
21.71,79339
6.74,49952
7.89,41749
27.68,88323
20.3,86680
26.15,87945
24.55,84019
21.05,73636
12.45,51491
26.28,89209
25.55,83963
20.46,76667
2.18,30903
13.86,51589
10.8,55058
20.47,76406
16.33,68188
3.24,41420
14.97,54942
15.4,63586
22.11,90137
10.77,52041
8.91,36811
14.71,52348
11.11,53897
23.25,84303
4.04,43236
13.72,58288
19.61,67766
0.25,23826
7.49,49146
15.74,66530
3.95,39920
23.31,83717
28.11,84383
5.09,45597
5.12,44464
17.55,80008
7.68,59492
4.09,31794
2.72,36548
23.43,83898
27.91,98353
10.85,54296
9.45,48368
11.91,52098
19.82,86606
28.3,92451
12.85,59821
9.28,49542
8.39,39180
7.65,40194
28.32,98930
22.42,86022
9.71,58578
29.89,102122
12.91,61594
4.86,38246
27.12,95038
12.63,52500
7.37,37799
1.57,25860
20.07,80389
21.89,75976
17.77,75667
11.35,48590
10.89,48482
20.02,75757
1.89,31978
23.44,80435
22.31,73367
1.93,26765
1.06,36491
9.34,54574
2.2,38278
8.22,48955
18.67,59006
22.17,76655
25.77,92080
27.23,90970
21.68,72384
16.2,64297
5.77,51298
2.01,37137
10.44,43141
29.09,86787
23.14,89032
13.93,63503
14.01,61444
4.77,33106
2.2,35120
5.71,45432
16.81,57178
6.45,48521
17.88,66947
14.54,56989
23.01,75215
20.76,83375
29.26,100991
11.63,56697
0.48,34683
7.42,46438
11.92,45047
26.7,85756
29.08,99561
21.91,76041
28.27,98638
25.12,85160
25.19,103979
24.0,92125
5.77,43868
9.26,64205
8.26,42499
19.23,66770
15.69,56984
10.33,55179
25.69,90358
24.51,89618
20.2,85607
3.04,33236
26.53,91941
16.81,77835
13.5,50570
3.47,35120
12.64,60973
17.71,76104
17.58,71397
6.56,48785
26.9,87178
10.81,48523
25.8,95684
24.39,83349
25.77,92226
9.34,52799
19.69,74816
25.06,85798
7.79,43037
10.52,46674
22.49,84318
27.8,102247
15.42,55853
9.12,50758
9.27,49162
14.35,73456
3.91,39312
19.59,86284
25.06,94785
11.47,54474
19.4,81689
19.38,76739
21.77,83018
15.33,58295
27.16,86760
5.4,46213
25.65,84831
28.8,97901
25.57,82984
7.44,44002
25.27,85708
4.41,43306
2.35,42177
24.23,91659
27.02,92829
17.1,68977
19.2,73390
12.32,60608
27.13,103862
6.5,58147
6.8,43631
12.41,57538
15.24,66677
10.68,49514
25.86,84042
17.77,73992
9.17,48862
2.23,25496
15.89,66318
23.28,75581
1.85,41434
22.44,87022
5.28,43196
23.43,96398
6.97,50822
16.42,66606
22.97,81078
15.67,65913
13.89,64248
8.09,45266
3.64,33823
14.96,75680
21.22,80110
2.9,21785
9.72,62359
20.31,71672
13.63,55706
3.69,30033
6.7,53280
2.15,22151
7.24,43788
20.42,86096
14.33,44220
18.7,74924
7.55,41074
13.44,58662
25.8,85757
27.31,99244
12.82,48652
14.83,64919
2.3,48088
21.26,79962
6.06,44966
27.64,91556
26.06,94135
17.31,70075
16.76,70879
21.48,64138
28.3,102992
22.76,90200
2.81,31334
23.82,83649
28.47,94207
25.6,87430
26.31,81215
2.49,32870
8.29,57185
17.75,70438
16.99,65793
7.46,45917
20.6,76596
3.66,26982
27.72,92143
15.8,58116
25.71,81992
6.76,33966
20.28,71614
15.94,66038
3.3,35503
29.75,95235
11.03,51895
25.84,91381
20.42,74179
0.93,33810
8.54,51123
29.47,102127
9.21,56191
23.05,74517
6.77,43447
28.89,95615
3.95,38807
19.7,69769
23.54,78807
5.85,43519
16.59,63614
22.38,86892
5.16,36188
18.98,68497
9.65,46222
15.61,75537
25.97,85633
26.79,102469
10.28,52623
12.39,56018
10.56,52671
13.08,61073
24.39,85278
15.38,61853
12.87,54935
19.56,70176
29.99,98922
18.07,58750
21.76,91914
28.1,94691
18.74,73762
23.33,85931
26.95,93060
15.52,76720
10.68,62388
27.05,77796
12.97,46585
5.11,36274
17.19,62547
23.09,90065
20.56,69436
22.09,76592
20.64,82756
7.22,39200
15.78,66796
23.65,84744
29.81,92872
12.44,60213
21.09,81807
26.86,90450
8.46,45297
7.46,46890
28.69,92343
8.09,50354
15.68,63641
26.32,89307
18.43,75127
19.52,79159
11.33,59145
19.17,70089
19.33,68102
22.39,87870
10.82,65019
8.93,45347
25.19,83722
18.68,69810
25.15,94857
28.98,109672
19.03,66681
6.57,40769
0.3,33108
0.42,40291
29.67,89410
24.93,91313
8.33,35846
21.69,83052
23.62,84190
29.25,92131
20.51,73859
18.55,75714
24.56,91783
28.89,96594
6.02,49253
0.04,15000
18.32,72855
16.15,70211
12.62,51316
1.04,26940
0.39,27768
17.71,81409
5.24,42100
28.38,90459
4.71,34653
17.05,54324
11.33,47627
5.24,33001
1.91,33322
3.09,36433
14.06,57309
12.54,58442
6.65,37755
19.79,83472
6.4,44664
10.35,60622
27.73,84827
7.44,59075
17.46,69056
19.71,76271
18.06,76742
13.0,60951
17.45,74312
17.85,77087
3.26,33872
24.03,87224
20.26,79414
24.51,87696
28.5,101213
12.87,63446
7.53,42390
24.02,87850
13.55,53542
8.19,44477
16.19,62528
9.8,50741
23.59,78809
10.15,59493
18.17,69232
20.66,83074
4.45,46958
23.99,82051
5.68,41726
16.84,55358
26.14,104627
13.43,59952
16.94,71623
9.54,55562
23.32,78849
15.45,64783
18.13,76455
21.97,84064
22.54,87729
17.34,62972
28.83,101169
27.46,91609
9.74,57310
12.25,51095
17.81,63849
18.81,52136
21.99,63230
9.65,53893
28.13,93650
7.03,47715
19.97,76054
13.99,58765
10.29,47207
11.48,51266
24.01,77979
15.6,72522
22.04,85240
5.67,45563
28.58,89253
14.56,59894
28.44,101332
28.07,89149
23.6,86832
2.42,24977
23.94,92336
17.68,74406
26.28,92949
18.44,71182
24.91,92188
26.04,92036
28.69,90044
26.5,85360
24.17,79788
8.12,40372
7.31,43643
1.77,30337
22.44,79109
28.6,102915
27.32,91827
28.05,92144
8.67,46889
11.3,55100
23.84,79721
18.22,78047
7.65,42356
20.24,77168
0.45,30356
18.57,74380
19.48,70245
12.5,55565
11.84,59440
26.69,89269
9.99,53813
5.36,34995
3.87,28520
11.0,51462
28.35,100068
18.42,57547
3.17,34239
0.48,21977
20.84,74112
27.11,92854
3.66,27475
10.91,55473
21.28,73853
2.44,21067
0.6,19297
9.03,57043
11.66,70355
20.7,74395
27.17,88290
17.53,68003
6.38,44837
29.17,109537
1.36,22043
9.38,42550
16.62,70105
25.21,75909
17.11,70640
10.45,58683
1.78,40046
13.01,57226
10.26,40904
11.19,50428
7.35,46812
4.3,43897
3.41,32884
2.53,24324
4.67,45157
8.29,57376
23.6,89094
9.43,55782
14.61,51652
28.96,100384
28.15,89591
1.86,39760
13.67,68201
8.41,45594
8.25,44554
15.6,65853
14.49,59221
13.27,56674
2.76,39570
1.54,20773
26.95,87892
14.96,71161
28.21,99918
9.97,51827
8.29,43435
10.86,52682
25.58,82144
26.88,84004
27.97,99103
13.68,61882
26.36,92886
16.56,67691
9.71,48829
29.94,94401
4.8,40021
21.7,71690
4.8,38591
6.8,48955
21.17,78863
6.06,32499
7.42,43979
10.16,46208
6.43,43405
7.73,50578
29.59,96822
26.91,87279
15.06,58468
24.38,87486
0.95,32695
23.76,78608
4.71,33371
24.12,90907
8.15,49571
25.6,90492
5.78,44679
25.29,87335
4.8,30560
28.55,98761
21.31,69064
1.37,42229
13.07,59661
6.55,38218
1.27,25962
20.75,86760
18.6,67341
5.68,46381
8.1,44367
4.37,45512
6.32,42628
13.9,60120
15.39,58926
29.16,105871
28.82,86437
29.25,98776
10.14,51913
9.34,54789
4.71,48389
3.71,41898
21.33,81641
24.22,86052
1.41,38283
19.23,73431
12.9,61326
26.47,93986
27.28,105145
0.18,24648
20.59,71328
12.97,62284
12.36,61498
22.92,75198
19.42,79105
20.97,87784
20.03,73677
19.63,66329
18.42,71186
3.27,36258
27.81,90508
15.38,73057
29.29,94071
4.42,38266
2.92,36386
9.6,61170
3.31,38641
12.05,50019
12.07,62428
3.88,31940
23.09,79124
19.32,75563
10.82,48780
26.16,95238
14.3,60930
22.18,82570
19.31,70005
4.53,39920
8.07,48019
2.44,37413
28.9,94245
28.45,86990
3.67,40965
4.43,25138
0.37,22629
11.53,54772
21.66,90798
11.88,58333
22.5,80151
12.46,41656
0.35,34183
0.8,30275
16.13,65785
20.53,76428
24.39,75024
24.49,88091
2.36,35566
3.96,34308
8.58,52662
23.37,92284
16.58,67539
15.78,65465
8.67,46591
0.8,24034
12.18,57699
0.09,21157
22.57,73819
14.51,54586
12.96,46047
11.85,51372
12.78,40902
18.53,70993
13.41,65730
15.02,58169
21.3,71703
2.23,34667
23.76,81420
25.29,97030
5.03,52671
3.16,42910
7.36,46390
7.58,43672
3.4,30821
15.62,70503
19.95,74374
6.8,36768
9.85,57269
14.26,64787
29.23,93097
27.79,97640
19.54,68866
13.34,50773
22.5,80254
23.66,85330
8.35,42017
4.42,42370
12.17,55441
11.37,62253
20.78,76434
2.79,25672
15.85,59950
19.89,80623
15.05,76456
24.29,79713
7.3,38213
1.8,43742
5.74,57262
13.23,55400
13.69,63339
10.62,64583
28.49,98317
11.54,60339
21.02,72663
14.75,51446
4.91,27337
14.91,60109
1.76,30149
27.4,93519
28.01,93149
2.24,36209
26.96,96436
1.39,37679
5.64,42888
7.84,58513
7.29,48826
22.02,85342
10.05,54446
3.28,31542
18.98,79271
3.99,43114
20.71,78743
6.66,50689
14.48,60182
18.28,62223
1.08,32746
21.69,83486
19.62,76109
4.66,38182
7.89,48623
26.05,90235
7.86,45388
26.25,96827
23.22,88958
16.91,68592
26.29,91294
0.52,15000
2.03,34100
9.26,42985
6.79,44402
15.57,68113
9.45,53660
24.63,94965
14.66,60572
15.52,71263
15.5,62334
11.33,59971
16.02,72770
25.08,101244
27.83,96669
22.37,73928
23.6,76678
14.9,61326
25.78,78063
11.14,49600
10.0,56742
25.52,83827
26.57,93816
21.51,83617
18.82,84303
26.11,91029
11.31,63735
25.87,85683
12.86,59773
5.42,36930
16.98,67851
29.95,103743
3.79,27756
14.47,57734
15.0,69534
24.98,86942
16.92,66010
6.52,47948
18.36,62873
27.45,108481
17.62,71424
16.85,64238
10.92,60554
18.49,64718
0.32,44028
7.37,52276
20.91,77507
21.69,71818
11.14,65073
5.82,56192
22.14,77984
8.51,43699
18.09,70403
2.24,38190
3.45,36503
0.2,19192
2.38,37094
17.4,64167
3.49,34917
17.06,66394
29.84,98288
6.47,49988
19.34,71230
10.61,55037
3.08,32364
10.55,55313
11.27,67536
3.89,29804
5.64,48912
3.39,31384
0.5,27143
20.59,88111
22.58,74956
11.55,47976
15.67,68486
14.37,70773
25.4,84539
13.0,61748
5.34,42819
5.88,38361
15.93,63910
2.11,30137
2.55,27905
23.95,85173
19.1,65746
2.68,29487
10.51,54909
15.39,64533
28.7,100502
6.08,49595
15.5,69767
29.13,89548
24.36,89740
27.72,111458
10.47,56086
2.47,35271
28.52,111365
2.68,41734
4.57,45712
8.68,52553
26.05,85556
11.3,66262
18.68,77248
9.4,54450
28.83,106039
15.67,70048
26.74,84703
21.53,87094
1.45,30946
0.88,28366
27.99,95778
11.25,51498
26.13,92854
1.99,35819
28.03,105578
25.57,95598
4.37,38753
29.26,97753
1.4,31378
17.02,54205
19.16,70313
2.58,40785
22.52,93956
19.73,73944
8.51,54167
14.66,61545
24.95,85520
11.25,54881
22.22,71658
9.13,40451
12.72,59875
26.92,91370
18.22,75328
12.38,56942
9.68,45273
15.5,69723
27.7,82753
22.54,90781
23.37,85491
23.71,83891
19.52,76004
4.13,47853
22.11,79727
20.05,78612
15.78,59180
28.29,104362
3.19,26344
9.93,60648
7.87,46993
27.96,99712
21.95,80942
24.37,94894
14.51,59930
13.79,67668
7.86,38296
23.03,80381
29.01,98222
28.22,96424
11.68,54504
2.22,17284
14.39,65631
17.0,63471
26.12,90614
26.23,96114
22.86,74398
3.04,38000
9.79,59434
0.48,21444
8.32,51778
27.5,88349
1.45,37788
7.22,45918
23.96,80834
17.93,68171
24.48,85389
9.69,49500
21.96,76205
1.33,33319
20.72,87306
21.62,77756
21.38,77123
11.51,55980
12.23,58096
22.23,77725
5.48,32085
21.55,82824
23.51,80284
16.31,70669
10.67,65285
3.99,33165
19.95,73559
19.06,74675
27.35,86522
6.51,42911
2.51,39177
13.51,79264
5.17,40968
18.42,66369
18.18,86460
2.6,28313
21.37,78524
25.57,86763
26.85,95426
17.74,72202
18.96,82105
11.85,54309
6.22,38705
4.09,37629
16.24,78229
2.18,40408
2.34,25961
29.33,82198
5.85,39493
3.14,22681
7.95,45250
25.33,89341
23.79,85612
29.3,99781
27.99,91353
27.28,90796
17.31,68059
7.5,39723
26.93,87417
23.7,90440
17.65,69226
6.43,32836
19.06,71400
27.36,94121
23.88,80109
10.11,54118
10.29,42900
4.68,36221
0.32,29794
1.99,41796
25.12,97339
13.47,63067
5.91,35823
18.52,68731
13.65,61721
19.72,82391
18.57,77776
10.82,63386
10.78,57918
3.24,39848
17.98,72967
23.43,79620
25.78,77236
2.67,31623
17.72,78628
12.61,55127
14.0,75524
7.63,48950
8.33,48241
7.73,51507
2.74,36390
4.43,36616
6.35,45079
0.12,23653
18.57,69424
5.81,38164
